id,start_time,finish_time
27,28765614,28865614
28,28865614,28965614
29,28965614,29065614
0,29065614,29165614
1,29165614,29265614
2,29265614,29365614
3,29365614,29465614
4,29465614,29565614
5,29565614,29665614
6,29665614,29765614
8,29765614,29865614
9,29865614,29965614
11,29965614,30065614
12,30065614,30165614
13,30165614,30265614
14,30265614,30306020
15,30306020,30406020
16,30406020,30506020
17,30506020,30606020
18,30606020,30706020
19,30706020,30806020
20,30806020,30906020
21,30906020,31006020
22,31006020,31106020
23,31106020,31206020
24,31206020,31306020
25,31306020,31406020
26,31406020,31506020
27,31506020,31606020
28,31606020,31706020
29,31706020,31806020
0,31806020,31906020
1,31906020,32006020
2,32006020,32106020
3,32106020,32206020
4,32206020,32306020
5,32306020,32406020
6,32406020,32502753
8,32502753,32602753
9,32602753,32702753
11,32702753,32802753
12,32802753,32902753
13,32902753,33002753
15,33002753,33102753
16,33102753,33202753
17,33202753,33302753
18,33302753,33402753
19,33402753,33502753
20,33502753,33602753
21,33602753,33702753
22,33702753,33802753
23,33802753,33902753
24,33902753,34002753
25,34002753,34102753
26,34102753,34202753
27,34202753,34302753
28,34302753,34402753
29,34402753,34502753
0,34502753,34602753
1,34602753,34702753
2,34702753,34802753
3,34802753,34902753
4,34902753,35002753
5,35002753,35102753
8,35102753,35202753
9,35202753,35302753
11,35302753,35402753
12,35402753,35502753
13,35502753,35602753
15,35602753,35702753
16,35702753,35802753
17,35802753,35902753
18,35902753,36002753
19,36002753,36102753
20,36102753,36202753
21,36202753,36302753
22,36302753,36402753
23,36402753,36502753
24,36502753,36602753
25,36602753,36702753
26,36702753,36802753
27,36802753,36902753
28,36902753,37002753
29,37002753,37102753
0,37102753,37166608
1,37166608,37266608
2,37266608,37366608
3,37366608,37466608
4,37466608,37566608
5,37566608,37666608
8,37666608,37766608
9,37766608,37866608
11,37866608,37966608
12,37966608,38066608
13,38066608,38166608
15,38166608,38266608
16,38266608,38366608
17,38366608,38466608
18,38466608,38566608
19,38566608,38666608
20,38666608,38766608
21,38766608,38866608
22,38866608,38966608
23,38966608,39066608
24,39066608,39067870
25,39067870,39167870
26,39167870,39267870
27,39267870,39367870
28,39367870,39467870
29,39467870,39567870
1,39567870,39667870
2,39667870,39767870
3,39767870,39867870
4,39867870,39967870
5,39967870,40067870
8,40067870,40167870
9,40167870,40236226
11,40236226,40336226
12,40336226,40436226
13,40436226,40536226
15,40536226,40636226
16,40636226,40736226
17,40736226,40836226
18,40836226,40936226
19,40936226,41036226
20,41036226,41136226
21,41136226,41236226
22,41236226,41336226
23,41336226,41436226
25,41436226,41536226
26,41536226,41636226
27,41636226,41736226
28,41736226,41836226
29,41836226,41936226
1,41936226,42036226
2,42036226,42136226
3,42136226,42236226
4,42236226,42336226
5,42336226,42436226
8,42436226,42536226
11,42536226,42636226
12,42636226,42736226
13,42736226,42836226
15,42836226,42936226
16,42936226,43036226
17,43036226,43136226
18,43136226,43236226
19,43236226,43336226
20,43336226,43436226
21,43436226,43536226
22,43536226,43636226
23,43636226,43736226
25,43736226,43836226
26,43836226,43936226
27,43936226,44036226
28,44036226,44136226
29,44136226,44236226
1,44236226,44336226
2,44336226,44436226
3,44436226,44536226
4,44536226,44636226
5,44636226,44736226
8,44736226,44836226
11,44836226,44936226
12,44936226,45036226
13,45036226,45136226
15,45136226,45236226
16,45236226,45336226
17,45336226,45436226
18,45436226,45536226
19,45536226,45636226
20,45636226,45736226
21,45736226,45836226
22,45836226,45936226
23,45936226,46036226
25,46036226,46136226
26,46136226,46236226
27,46236226,46336226
28,46336226,46436226
29,46436226,46536226
1,46536226,46636226
2,46636226,46736226
3,46736226,46836226
4,46836226,46936226
5,46936226,47036226
8,47036226,47136226
11,47136226,47236226
12,47236226,47336226
13,47336226,47436226
15,47436226,47536226
16,47536226,47636226
17,47636226,47736226
18,47736226,47836226
19,47836226,47936226
20,47936226,48036226
21,48036226,48136226
22,48136226,48236226
23,48236226,48336226
25,48336226,48436226
26,48436226,48536226
27,48536226,48636226
28,48636226,48736226
29,48736226,48836226
1,48836226,48936226
2,48936226,49036226
3,49036226,49136226
4,49136226,49236226
5,49236226,49336226
8,49336226,49436226
11,49436226,49536226
12,49536226,49636226
13,49636226,49736226
15,49736226,49836226
16,49836226,49936226
17,49936226,50036226
18,50036226,50136226
19,50136226,50236226
20,50236226,50336226
21,50336226,50436226
22,50436226,50536226
23,50536226,50636226
25,50636226,50736226
26,50736226,50836226
27,50836226,50936226
28,50936226,51036226
29,51036226,51136226
1,51136226,51236226
2,51236226,51336226
3,51336226,51436226
4,51436226,51536226
5,51536226,51636226
8,51636226,51736226
11,51736226,51836226
12,51836226,51936226
13,51936226,52036226
15,52036226,52136226
16,52136226,52236226
17,52236226,52336226
18,52336226,52436226
19,52436226,52536226
20,52536226,52636226
21,52636226,52736226
22,52736226,52836226
23,52836226,52936226
25,52936226,53036226
26,53036226,53136226
27,53136226,53236226
28,53236226,53336226
29,53336226,53436226
1,53436226,53536226
2,53536226,53636226
3,53636226,53736226
4,53736226,53836226
5,53836226,53936226
8,53936226,54036226
11,54036226,54136226
12,54136226,54236226
13,54236226,54336226
15,54336226,54436226
16,54436226,54536226
17,54536226,54636226
18,54636226,54736226
19,54736226,54836226
20,54836226,54936226
21,54936226,55036226
22,55036226,55136226
23,55136226,55236226
25,55236226,55336226
26,55336226,55436226
27,55436226,55536226
28,55536226,55636226
29,55636226,55736226
1,55736226,55836226
2,55836226,55936226
3,55936226,56036226
4,56036226,56136226
5,56136226,56236226
8,56236226,56336226
11,56336226,56436226
12,56436226,56536226
13,56536226,56636226
15,56636226,56736226
16,56736226,56836226
17,56836226,56936226
18,56936226,57036226
19,57036226,57136226
20,57136226,57236226
21,57236226,57336226
22,57336226,57436226
23,57436226,57536226
25,57536226,57636226
26,57636226,57736226
27,57736226,57836226
28,57836226,57936226
29,57936226,58036226
1,58036226,58136226
2,58136226,58236226
3,58236226,58336226
4,58336226,58436226
5,58436226,58536226
8,58536226,58636226
11,58636226,58736226
12,58736226,58836226
13,58836226,58936226
15,58936226,59036226
16,59036226,59136226
17,59136226,59236226
18,59236226,59336226
19,59336226,59436226
20,59436226,59536226
21,59536226,59636226
22,59636226,59736226
23,59736226,59836226
25,59836226,59936226
26,59936226,60036226
27,60036226,60136226
28,60136226,60236226
29,60236226,60336226
1,60336226,60436226
2,60436226,60536226
3,60536226,60636226
4,60636226,60736226
5,60736226,60836226
8,60836226,60936226
11,60936226,61036226
12,61036226,61136226
13,61136226,61236226
15,61236226,61336226
16,61336226,61436226
17,61436226,61536226
18,61536226,61636226
19,61636226,61736226
20,61736226,61836226
21,61836226,61936226
22,61936226,62036226
23,62036226,62136226
25,62136226,62236226
26,62236226,62336226
27,62336226,62436226
28,62436226,62536226
29,62536226,62636226
1,62636226,62736226
2,62736226,62836226
3,62836226,62936226
4,62936226,63036226
5,63036226,63136226
8,63136226,63236226
11,63236226,63336226
12,63336226,63436226
13,63436226,63536226
15,63536226,63636226
16,63636226,63736226
17,63736226,63836226
18,63836226,63936226
19,63936226,64036226
20,64036226,64136226
21,64136226,64236226
22,64236226,64336226
23,64336226,64436226
25,64436226,64536226
26,64536226,64636226
27,64636226,64736226
28,64736226,64836226
29,64836226,64936226
1,64936226,65036226
2,65036226,65136226
3,65136226,65236226
4,65236226,65336226
5,65336226,65436226
8,65436226,65536226
11,65536226,65636226
12,65636226,65736226
13,65736226,65836226
15,65836226,65936226
16,65936226,66036226
17,66036226,66136226
18,66136226,66236226
19,66236226,66336226
20,66336226,66436226
21,66436226,66506257
22,66506257,66606257
23,66606257,66706257
25,66706257,66806257
26,66806257,66906257
27,66906257,67006257
28,67006257,67106257
29,67106257,67206257
1,67206257,67306257
2,67306257,67406257
3,67406257,67506257
4,67506257,67606257
5,67606257,67706257
8,67706257,67806257
11,67806257,67906257
12,67906257,68006257
13,68006257,68106257
15,68106257,68206257
16,68206257,68306257
17,68306257,68406257
18,68406257,68506257
19,68506257,68606257
20,68606257,68706257
22,68706257,68806257
23,68806257,68906257
25,68906257,69006257
26,69006257,69106257
27,69106257,69206257
28,69206257,69306257
29,69306257,69406257
1,69406257,69506257
2,69506257,69606257
3,69606257,69706257
4,69706257,69806257
5,69806257,69906257
8,69906257,70006257
11,70006257,70106257
12,70106257,70206257
13,70206257,70306257
15,70306257,70406257
16,70406257,70506257
17,70506257,70606257
18,70606257,70706257
19,70706257,70806257
20,70806257,70906257
22,70906257,70930632
23,70930632,71030632
25,71030632,71130632
26,71130632,71230632
27,71230632,71330632
28,71330632,71430632
29,71430632,71530632
1,71530632,71630632
2,71630632,71730632
3,71730632,71830632
4,71830632,71930632
5,71930632,72030632
8,72030632,72130632
11,72130632,72230632
12,72230632,72330632
13,72330632,72427870
15,72427870,72527870
16,72527870,72627870
17,72627870,72727870
18,72727870,72827870
19,72827870,72927870
20,72927870,73027870
23,73027870,73127870
25,73127870,73227870
26,73227870,73327870
27,73327870,73427870
28,73427870,73527870
29,73527870,73627870
1,73627870,73727870
2,73727870,73827870
3,73827870,73927870
4,73927870,74027870
5,74027870,74127870
8,74127870,74227870
11,74227870,74327870
12,74327870,74427870
15,74427870,74527870
16,74527870,74627870
17,74627870,74727870
18,74727870,74827870
19,74827870,74927870
20,74927870,75027870
23,75027870,75127870
25,75127870,75227870
26,75227870,75327870
27,75327870,75427870
28,75427870,75527870
29,75527870,75627870
1,75627870,75727870
2,75727870,75827870
3,75827870,75927870
4,75927870,76027870
5,76027870,76127870
8,76127870,76227870
11,76227870,76327870
12,76327870,76427870
15,76427870,76527870
16,76527870,76627870
17,76627870,76727870
18,76727870,76827870
19,76827870,76927870
20,76927870,77027870
23,77027870,77127870
25,77127870,77227870
26,77227870,77327870
27,77327870,77427870
28,77427870,77527870
29,77527870,77627870
1,77627870,77727870
2,77727870,77827870
3,77827870,77927870
4,77927870,78027870
5,78027870,78127870
8,78127870,78227870
11,78227870,78327870
12,78327870,78427870
15,78427870,78527870
16,78527870,78627870
17,78627870,78727870
18,78727870,78827870
19,78827870,78927870
20,78927870,79027870
23,79027870,79127870
25,79127870,79227870
26,79227870,79327870
27,79327870,79427870
28,79427870,79527870
29,79527870,79627870
1,79627870,79727870
2,79727870,79827870
3,79827870,79927870
4,79927870,80027870
5,80027870,80127870
8,80127870,80227870
11,80227870,80327870
12,80327870,80427870
15,80427870,80527870
16,80527870,80627870
17,80627870,80727870
18,80727870,80827870
19,80827870,80927870
20,80927870,81027870
23,81027870,81127870
25,81127870,81227870
26,81227870,81327870
27,81327870,81427870
28,81427870,81527870
29,81527870,81627870
1,81627870,81727870
2,81727870,81827870
3,81827870,81927870
4,81927870,82027870
5,82027870,82127870
8,82127870,82227870
11,82227870,82327870
12,82327870,82427870
15,82427870,82527870
16,82527870,82627870
17,82627870,82727870
18,82727870,82827870
19,82827870,82927870
20,82927870,83027870
23,83027870,83127870
25,83127870,83227870
26,83227870,83327870
27,83327870,83427870
28,83427870,83527870
29,83527870,83627870
1,83627870,83727870
2,83727870,83827870
3,83827870,83927870
4,83927870,84027870
5,84027870,84127870
8,84127870,84227870
11,84227870,84327870
12,84327870,84427870
15,84427870,84527870
16,84527870,84627870
17,84627870,84727870
18,84727870,84827870
19,84827870,84927870
20,84927870,85027870
23,85027870,85127870
25,85127870,85227870
26,85227870,85327870
27,85327870,85427870
28,85427870,85527870
29,85527870,85627870
1,85627870,85727870
2,85727870,85827870
3,85827870,85927870
4,85927870,86027870
5,86027870,86127870
8,86127870,86227870
11,86227870,86327870
12,86327870,86427870
15,86427870,86527870
16,86527870,86627870
17,86627870,86727870
18,86727870,86827870
19,86827870,86927870
20,86927870,87027870
23,87027870,87127870
25,87127870,87227870
26,87227870,87327870
27,87327870,87427870
28,87427870,87527870
29,87527870,87627870
1,87627870,87727870
2,87727870,87827870
3,87827870,87927870
4,87927870,88027870
5,88027870,88127870
8,88127870,88227870
11,88227870,88327870
12,88327870,88427870
15,88427870,88527870
16,88527870,88627870
17,88627870,88727870
18,88727870,88827870
19,88827870,88927870
20,88927870,89027870
23,89027870,89127870
25,89127870,89144332
26,89144332,89244332
27,89244332,89344332
28,89344332,89444332
29,89444332,89544332
1,89544332,89644332
2,89644332,89744332
3,89744332,89844332
4,89844332,89944332
5,89944332,90044332
8,90044332,90144332
11,90144332,90244332
12,90244332,90344332
15,90344332,90444332
16,90444332,90544332
17,90544332,90644332
18,90644332,90744332
19,90744332,90844332
20,90844332,90944332
23,90944332,91044332
26,91044332,91144332
27,91144332,91244332
28,91244332,91344332
29,91344332,91360175
1,91360175,91460175
2,91460175,91560175
3,91560175,91660175
4,91660175,91760175
5,91760175,91860175
8,91860175,91960175
11,91960175,92060175
12,92060175,92160175
15,92160175,92260175
16,92260175,92360175
17,92360175,92460175
18,92460175,92560175
19,92560175,92660175
20,92660175,92760175
23,92760175,92860175
26,92860175,92960175
27,92960175,93060175
28,93060175,93160175
1,93160175,93260175
2,93260175,93360175
3,93360175,93460175
4,93460175,93560175
5,93560175,93660175
8,93660175,93760175
11,93760175,93860175
12,93860175,93960175
15,93960175,94060175
16,94060175,94160175
17,94160175,94260175
18,94260175,94360175
19,94360175,94460175
20,94460175,94560175
23,94560175,94660175
26,94660175,94760175
27,94760175,94860175
28,94860175,94960175
1,94960175,95060175
2,95060175,95160175
3,95160175,95260175
4,95260175,95360175
5,95360175,95460175
8,95460175,95560175
11,95560175,95660175
12,95660175,95760175
15,95760175,95860175
16,95860175,95960175
17,95960175,96060175
18,96060175,96160175
19,96160175,96260175
20,96260175,96360175
23,96360175,96460175
26,96460175,96560175
27,96560175,96660175
28,96660175,96760175
1,96760175,96860175
2,96860175,96960175
3,96960175,97060175
4,97060175,97160175
5,97160175,97260175
8,97260175,97360175
11,97360175,97460175
12,97460175,97560175
15,97560175,97660175
16,97660175,97760175
17,97760175,97860175
18,97860175,97960175
19,97960175,98060175
20,98060175,98160175
23,98160175,98260175
26,98260175,98360175
27,98360175,98460175
28,98460175,98560175
1,98560175,98660175
2,98660175,98760175
3,98760175,98860175
4,98860175,98960175
5,98960175,99060175
8,99060175,99160175
11,99160175,99260175
12,99260175,99360175
15,99360175,99460175
16,99460175,99560175
17,99560175,99660175
18,99660175,99760175
19,99760175,99860175
20,99860175,99960175
23,99960175,100060175
26,100060175,100160175
27,100160175,100260175
28,100260175,100360175
1,100360175,100460175
2,100460175,100560175
3,100560175,100660175
4,100660175,100760175
5,100760175,100860175
8,100860175,100960175
11,100960175,101060175
12,101060175,101160175
15,101160175,101260175
16,101260175,101360175
17,101360175,101460175
18,101460175,101560175
19,101560175,101660175
20,101660175,101760175
23,101760175,101860175
26,101860175,101960175
27,101960175,102060175
28,102060175,102160175
1,102160175,102260175
2,102260175,102360175
3,102360175,102460175
4,102460175,102560175
5,102560175,102660175
8,102660175,102760175
11,102760175,102860175
12,102860175,102960175
15,102960175,103060175
16,103060175,103160175
17,103160175,103260175
18,103260175,103360175
19,103360175,103460175
20,103460175,103560175
23,103560175,103660175
26,103660175,103712273
27,103712273,103812273
28,103812273,103912273
1,103912273,104012273
2,104012273,104112273
3,104112273,104212273
4,104212273,104312273
5,104312273,104412273
8,104412273,104512273
11,104512273,104612273
12,104612273,104712273
15,104712273,104812273
16,104812273,104912273
17,104912273,105012273
18,105012273,105112273
19,105112273,105212273
20,105212273,105312273
23,105312273,105412273
27,105412273,105512273
28,105512273,105612273
1,105612273,105712273
2,105712273,105812273
3,105812273,105912273
4,105912273,106012273
5,106012273,106112273
8,106112273,106212273
11,106212273,106312273
12,106312273,106412273
15,106412273,106512273
16,106512273,106612273
17,106612273,106712273
18,106712273,106812273
19,106812273,106912273
20,106912273,107012273
23,107012273,107112273
27,107112273,107212273
28,107212273,107312273
1,107312273,107412273
2,107412273,107512273
3,107512273,107612273
4,107612273,107712273
5,107712273,107812273
8,107812273,107912273
11,107912273,108012273
12,108012273,108112273
15,108112273,108212273
16,108212273,108312273
17,108312273,108412273
18,108412273,108512273
19,108512273,108612273
20,108612273,108712273
23,108712273,108812273
27,108812273,108912273
28,108912273,109012273
1,109012273,109112273
2,109112273,109212273
3,109212273,109312273
4,109312273,109412273
5,109412273,109512273
8,109512273,109612273
11,109612273,109712273
12,109712273,109812273
15,109812273,109912273
16,109912273,110012273
17,110012273,110112273
18,110112273,110212273
19,110212273,110303601
20,110303601,110403601
23,110403601,110503601
27,110503601,110603601
28,110603601,110703601
1,110703601,110803601
2,110803601,110903601
3,110903601,111003601
4,111003601,111103601
5,111103601,111142473
8,111142473,111242473
11,111242473,111342473
12,111342473,111442473
15,111442473,111542473
16,111542473,111642473
17,111642473,111742473
18,111742473,111842473
20,111842473,111942473
23,111942473,112042473
27,112042473,112142473
28,112142473,112242473
1,112242473,112342473
2,112342473,112442473
3,112442473,112542473
4,112542473,112642473
8,112642473,112742473
11,112742473,112842473
12,112842473,112911327
15,112911327,113011327
16,113011327,113111327
17,113111327,113211327
18,113211327,113311327
20,113311327,113411327
23,113411327,113511327
27,113511327,113562492
28,113562492,113662492
1,113662492,113762492
2,113762492,113862492
3,113862492,113962492
4,113962492,114062492
8,114062492,114162492
11,114162492,114262492
15,114262492,114362492
16,114362492,114462492
17,114462492,114562492
18,114562492,114662492
20,114662492,114762492
23,114762492,114862492
28,114862492,114962492
1,114962492,115062492
2,115062492,115162492
3,115162492,115262492
4,115262492,115362492
8,115362492,115462492
11,115462492,115562492
15,115562492,115662492
16,115662492,115762492
17,115762492,115862492
18,115862492,115962492
20,115962492,116062492
23,116062492,116162492
28,116162492,116262492
1,116262492,116362492
2,116362492,116462492
3,116462492,116562492
4,116562492,116662492
8,116662492,116762492
11,116762492,116862492
15,116862492,116962492
16,116962492,117062492
17,117062492,117162492
18,117162492,117262492
20,117262492,117362492
23,117362492,117462492
28,117462492,117562492
1,117562492,117662492
2,117662492,117762492
3,117762492,117862492
4,117862492,117962492
8,117962492,118062492
11,118062492,118162492
15,118162492,118262492
16,118262492,118362492
17,118362492,118462492
18,118462492,118562492
20,118562492,118662492
23,118662492,118762492
28,118762492,118862492
1,118862492,118962492
2,118962492,119062492
3,119062492,119162492
4,119162492,119262492
8,119262492,119362492
11,119362492,119462492
15,119462492,119562492
16,119562492,119662492
17,119662492,119762492
18,119762492,119862492
20,119862492,119962492
23,119962492,120062492
28,120062492,120162492
1,120162492,120262492
2,120262492,120362492
3,120362492,120388615
4,120388615,120488615
8,120488615,120588615
11,120588615,120688615
15,120688615,120788615
16,120788615,120888615
17,120888615,120988615
18,120988615,121088615
20,121088615,121188615
23,121188615,121288615
28,121288615,121388615
1,121388615,121488615
2,121488615,121588615
4,121588615,121688615
8,121688615,121788615
11,121788615,121888615
15,121888615,121988615
16,121988615,122088615
17,122088615,122188615
18,122188615,122288615
20,122288615,122388615
23,122388615,122488615
28,122488615,122588615
1,122588615,122688615
2,122688615,122788615
4,122788615,122863015
8,122863015,122963015
11,122963015,123063015
15,123063015,123163015
16,123163015,123263015
17,123263015,123363015
18,123363015,123463015
20,123463015,123563015
23,123563015,123663015
28,123663015,123763015
1,123763015,123863015
2,123863015,123963015
8,123963015,124063015
11,124063015,124163015
15,124163015,124263015
16,124263015,124363015
17,124363015,124463015
18,124463015,124563015
20,124563015,124663015
23,124663015,124763015
28,124763015,124863015
1,124863015,124896956
2,124896956,124996956
8,124996956,125096956
11,125096956,125196956
15,125196956,125296956
16,125296956,125396956
17,125396956,125496956
18,125496956,125596956
20,125596956,125610730
23,125610730,125710730
28,125710730,125810730
2,125810730,125910730
8,125910730,126010730
11,126010730,126110730
15,126110730,126210730
16,126210730,126310730
17,126310730,126410730
18,126410730,126510730
23,126510730,126610730
28,126610730,126710730
2,126710730,126810730
8,126810730,126910730
11,126910730,127010730
15,127010730,127110730
16,127110730,127210730
17,127210730,127310730
18,127310730,127410730
23,127410730,127510730
28,127510730,127610730
2,127610730,127710730
8,127710730,127810730
11,127810730,127910730
15,127910730,128010730
16,128010730,128041193
17,128041193,128141193
18,128141193,128241193
23,128241193,128341193
28,128341193,128441193
2,128441193,128541193
8,128541193,128641193
11,128641193,128741193
15,128741193,128841193
17,128841193,128941193
18,128941193,129041193
23,129041193,129141193
28,129141193,129241193
2,129241193,129341193
8,129341193,129441193
11,129441193,129541193
15,129541193,129641193
17,129641193,129741193
18,129741193,129841193
23,129841193,129941193
28,129941193,130041193
2,130041193,130141193
8,130141193,130241193
11,130241193,130341193
15,130341193,130441193
17,130441193,130541193
18,130541193,130641193
23,130641193,130741193
28,130741193,130841193
2,130841193,130941193
8,130941193,131041193
11,131041193,131141193
15,131141193,131241193
17,131241193,131341193
18,131341193,131441193
23,131441193,131541193
28,131541193,131641193
2,131641193,131741193
8,131741193,131841193
11,131841193,131941193
15,131941193,132041193
17,132041193,132141193
18,132141193,132193345
23,132193345,132293345
28,132293345,132393345
2,132393345,132493345
8,132493345,132593345
11,132593345,132693345
15,132693345,132793345
17,132793345,132893345
23,132893345,132988912
28,132988912,133088912
2,133088912,133188912
8,133188912,133288912
11,133288912,133388912
15,133388912,133488912
17,133488912,133490495
28,133490495,133590495
2,133590495,133690495
8,133690495,133790495
11,133790495,133890495
15,133890495,133990495
28,133990495,134090495
2,134090495,134190495
8,134190495,134290495
11,134290495,134390495
15,134390495,134490495
28,134490495,134590495
2,134590495,134690495
8,134690495,134790495
11,134790495,134890495
15,134890495,134990495
28,134990495,135090495
2,135090495,135190495
8,135190495,135290495
11,135290495,135390495
15,135390495,135490495
28,135490495,135590495
2,135590495,135690495
8,135690495,135790495
11,135790495,135890495
15,135890495,135906279
28,135906279,136006279
2,136006279,136106279
8,136106279,136206279
11,136206279,136306279
28,136306279,136406279
2,136406279,136506279
8,136506279,136606279
11,136606279,136706279
28,136706279,136806279
2,136806279,136906279
8,136906279,137006279
11,137006279,137106279
28,137106279,137206279
2,137206279,137246716
8,137246716,137346716
11,137346716,137446716
28,137446716,137483010
8,137483010,137583010
11,137583010,137683010
8,137683010,137783010
11,137783010,137883010
8,137883010,137983010
11,137983010,138083010
8,138083010,138183010
11,138183010,138283010
8,138283010,138383010
11,138383010,138483010
